image_id,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young,image_path,inspect_layer0
000033.jpg,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000033.jpg,9.</s>
000034.jpg,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000034.jpg,9.</s>
000035.jpg,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000035.jpg,9.</s>
000036.jpg,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000036.jpg,7.</s>
000037.jpg,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000037.jpg,7.</s>
000038.jpg,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000038.jpg,9.</s>
000039.jpg,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000039.jpg,9.</s>
000040.jpg,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000040.jpg,9.</s>
000041.jpg,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000041.jpg,9.</s>
000042.jpg,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000042.jpg,9.</s>
000043.jpg,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000043.jpg,9.</s>
000044.jpg,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000044.jpg,10.</s>
000045.jpg,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000045.jpg,9.</s>
000046.jpg,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000046.jpg,9.</s>
000047.jpg,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000047.jpg,9.</s>
000048.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000048.jpg,7.</s>
000049.jpg,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000049.jpg,7.</s>
000050.jpg,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000050.jpg,9.</s>
000051.jpg,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000051.jpg,10.</s>
000052.jpg,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000052.jpg,7.</s>
000053.jpg,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000053.jpg,7.</s>
000054.jpg,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000054.jpg,9.</s>
000055.jpg,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,/users/aparasel/scratch/temp_data/img_align_celeba/000055.jpg,7.</s>
000056.jpg,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000056.jpg,1.</s>
000057.jpg,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000057.jpg,10.</s>
000058.jpg,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000058.jpg,9.</s>
000059.jpg,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000059.jpg,10.</s>
000060.jpg,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000060.jpg,9.</s>
000061.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000061.jpg,10.</s>
000062.jpg,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000062.jpg,9.</s>
000063.jpg,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000063.jpg,9.</s>
000064.jpg,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000064.jpg,7.</s>
000065.jpg,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000065.jpg,7.</s>
000066.jpg,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000066.jpg,9.</s>
000067.jpg,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000067.jpg,7.</s>
000068.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000068.jpg,10.</s>
000069.jpg,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000069.jpg,7.</s>
000070.jpg,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000070.jpg,9.</s>
000071.jpg,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000071.jpg,9.</s>
000072.jpg,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,/users/aparasel/scratch/temp_data/img_align_celeba/000072.jpg,9.</s>
000073.jpg,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000073.jpg,9.</s>
000074.jpg,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000074.jpg,10.</s>
000075.jpg,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000075.jpg,10.</s>
000076.jpg,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000076.jpg,9.</s>
000077.jpg,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000077.jpg,9.</s>
000078.jpg,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000078.jpg,10.</s>
000079.jpg,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000079.jpg,7.</s>
000080.jpg,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,/users/aparasel/scratch/temp_data/img_align_celeba/000080.jpg,9.</s>
000081.jpg,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000081.jpg,9.</s>
000082.jpg,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000082.jpg,9.</s>
000083.jpg,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000083.jpg,9.</s>
000084.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000084.jpg,9.</s>
000085.jpg,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000085.jpg,9.</s>
000086.jpg,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000086.jpg,10.</s>
000087.jpg,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000087.jpg,9.</s>
000088.jpg,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000088.jpg,9.</s>
000089.jpg,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000089.jpg,9.</s>
000090.jpg,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000090.jpg,7.</s>
000091.jpg,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,/users/aparasel/scratch/temp_data/img_align_celeba/000091.jpg,1.</s>
000092.jpg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000092.jpg,9.</s>
000093.jpg,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000093.jpg,7.</s>
000094.jpg,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,/users/aparasel/scratch/temp_data/img_align_celeba/000094.jpg,9.</s>
000095.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000095.jpg,1.</s>
000096.jpg,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000096.jpg,1.</s>
000097.jpg,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000097.jpg,9.</s>
000098.jpg,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000098.jpg,10.</s>
000099.jpg,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000099.jpg,9.</s>
000100.jpg,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000100.jpg,9.</s>
000101.jpg,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000101.jpg,9.</s>
000102.jpg,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000102.jpg,1.</s>
000103.jpg,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000103.jpg,10.</s>
000104.jpg,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,/users/aparasel/scratch/temp_data/img_align_celeba/000104.jpg,9.</s>
000105.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000105.jpg,10.</s>
000106.jpg,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,/users/aparasel/scratch/temp_data/img_align_celeba/000106.jpg,9.</s>
